,train_dice,train_iou,train_f2,val_dice,val_iou,val_f2,ho_dice,ho_iou,ho_f2
0,0.5752365495257599,0.9843254556132771,0.5602660569406186,0.43258881257999676,0.9542266768638534,0.4149834650203874,0.6019655642102368,0.9868766893659319,0.56473442350832
